gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2019-03-26c.208.1.1,uk.org.publicwhip/debate/2019-03-26c.208.1,2019-03-26,HEALTHCARE (INTERNATIONAL ARRANGEMENTS) BILL (CHANGED TO HEALTHCARE (EUROPEAN ECONOMIC AREA AND SWITZERLAND ARRANGEMENTS) BILL) (PROGRAMME) (NO. 2),"Motion made, and Question put forthwith (Standing Order No. 83A(7)),
That the following provisions shall apply to the Healthcare (International Arrangements) Bill (changed to the Healthcare (European Economic Area and Switzerland Arrangements) Bill) for the purpose of supplementing the Order of 14 November 2018 (Healthcare (International Arrangements) Bill (Programme):
(1) Proceedings on consideration of Lords Amendments shall (so far as not previously concluded) be brought to a conclusion two hours after their commencement at today’s sitting.
(2) The proceedings shall be taken in the following order: Lords Amendments Nos. 1, 2, 8 to 10, 18 to 20, 3 to 7 and 11 to 17.
(3) Any further Message from the Lords may be considered forthwith without any Question being put.
(4) The proceedings on any further Message from the Lords shall (so far as not previously concluded) be brought to a conclusion one hour after their commencement.—(Paul Maynard.)",house-of-commons,211
uk.org.publicwhip/debate/2019-03-26c.226.3.1,uk.org.publicwhip/debate/2019-03-26c.226.3,2019-03-26,OFFENSIVE WEAPONS BILL (PROGRAMME) (NO. 3),"Motion made, and Question put forthwith (Standing Order No. 83A(7)),
That the following provisions shall apply to the Offensive Weapons Bill for the purpose of supplementing the Orders of 27 June 2018 (Offensive Weapons Bill (Programme)) and 28 November 2018 (Offensive Weapons Bill (Programme) (No. 2)):
(1) Proceedings on consideration of Lords Amendments shall (so far as not previously concluded) be brought to a conclusion two hours after their commencement at today’s sitting.
(2) The proceedings shall be taken in the following order: Lords Amendments Nos. 27, 28, 1 to 26 and 29 to 95.
(3) Any further Message from the Lords may be considered forthwith without any Question being put.
(4) The proceedings on any further Message from the Lords shall (so far as not previously concluded) be brought to a conclusion one hour after their commencement.—(Amanda Milling.)",house-of-commons,212
uk.org.publicwhip/debate/2019-03-26c.250.1.9,uk.org.publicwhip/debate/2019-03-26c.250.1,2019-03-26,OFFENSIVE WEAPONS BILL: Delivery of bladed products to residential premises etc,Amendment (a) proposed to Lords amendment 23.—(Louise Haigh.),house-of-commons,5
uk.org.publicwhip/debate/2019-03-26c.269.0.1,uk.org.publicwhip/debate/2019-03-26c.269.0,2019-03-26,Amendment: ROYAL ASSENT: Section 5 of the European Communities (Amendment) Act 1993,"I beg to move amendment (a), in line 1, leave out from “House” to end, and add
“declines to approve for the purposes of section 5 of the European Communities (Amendment) Act 1993 the Government’s assessment of the medium term economic and fiscal position as set out in the latest Budget document and the Office for Budget Responsibility’s most recent Economic and Fiscal outlook and Fiscal Sustainability Report, because it does not contain detailed analysis of the impact of the Withdrawal Agreement and the Framework for the Future Relationship with the EU on the UK’s economic and fiscal position; and calls on the Government to publish an assessment containing that analysis immediately.”.",house-of-commons,4
uk.org.publicwhip/debate/2019-03-26c.278.1.3,uk.org.publicwhip/debate/2019-03-26c.278.1,2019-03-26,ROYAL ASSENT: Section 5 of the European Communities (Amendment) Act 1993,"Resolved,
That this House approves, for the purposes of Section 5 of the European Communities (Amendment) Act 1993, HM Government’s assessment of the medium term economic and fiscal position as set out in the latest Budget document and the Office for Budget Responsibility’s most recent Economic and Fiscal Outlook and Fiscal Sustainability Report, which forms the basis of the United Kingdom’s Convergence Programme.",house-of-commons,6
uk.org.publicwhip/debate/2019-03-26c.283.3.1,uk.org.publicwhip/debate/2019-03-26c.283.3,2019-03-26,DELEGATED LEGISLATION,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Common Fisheries Policy (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 17 January, be approved.—(Mike Freer.)",house-of-commons,213
uk.org.publicwhip/debate/2019-03-26c.283.5.3,uk.org.publicwhip/debate/2019-03-26c.283.5,2019-03-26,DELEGATED LEGISLATION: Exiting the European Union (Sea Fisheries),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Common Fisheries Policy and Aquaculture (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 13 February, be approved.—(Mike Freer.)",house-of-commons,7
uk.org.publicwhip/debate/2019-03-26c.289.3.1,uk.org.publicwhip/debate/2019-03-26c.289.3,2019-03-26,DELEGATED LEGISLATION: Exiting the European Union (Customs),"That the draft Trade etc. in Dual-Use Items and Firearms etc. (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 4 March, be approved.—(Mike Freer.)",house-of-commons,214
uk.org.publicwhip/debate/2019-03-26c.289.3.3,uk.org.publicwhip/debate/2019-03-26c.289.3,2019-03-26,Approve: Security Procedures (EU Exit) Regulations 2019,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Customs Safety and Security Procedures (EU Exit) Regulations 2019, which were laid before this House on 27 February, be approved.—(Mike Freer.)",house-of-commons,8
uk.org.publicwhip/debate/2019-03-26c.289.7.3,uk.org.publicwhip/debate/2019-03-26c.289.7,2019-03-26,DELEGATED LEGISLATION: Exiting the European Union (Customs),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Cash Controls (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 27 February, be approved.—(Mike Freer.)",house-of-commons,215
uk.org.publicwhip/debate/2019-03-26c.293.1.3,uk.org.publicwhip/debate/2019-03-26c.293.1,2019-03-26,DELEGATED LEGISLATION: Exiting the European Union (Customs),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Customs (Economic Operators Registration and Identification) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 27 February, be approved. —(Mike Freer.)",house-of-commons,216
uk.org.publicwhip/debate/2019-03-26c.293.3.3,uk.org.publicwhip/debate/2019-03-26c.293.3,2019-03-26,DELEGATED LEGISLATION: Exiting the European Union (Customs),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Common Rules for Access to the International Market for Coach and Bus Services (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 26 February, be approved. —(Mike Freer.)",house-of-commons,217
uk.org.publicwhip/debate/2019-03-26c.294.1.1,uk.org.publicwhip/debate/2019-03-26c.294.1,2019-03-26,Adjournment Debate: BEREAVEMENT COUNSELLING,"Motion made, and Question proposed, That this House do now adjourn.—(Mike Freer.)",house-of-commons,218
uk.org.publicwhip/debate/2019-03-27b.330.1.1,uk.org.publicwhip/debate/2019-03-27b.330.1,2019-03-27,Leave for Bill: SKY LANTERNS (PROHIBITION),"I beg to move,
That leave be given to bring in a Bill to make it an offence to use a sky lantern; and for connected purposes.",house-of-commons,642
uk.org.publicwhip/debate/2019-03-27b.363.2.3,uk.org.publicwhip/debate/2019-03-27b.363.2,2019-03-27,BUSINESS OF THE HOUSE,"Resolved,
(1) That, at today’s sitting –
(a) any proceedings governed by the resolution of the House of 25 March (Section 13 of the European Union (Withdrawal) Act 2018) or this order may be proceeded withuntil any hour, though opposed and shall not be interrupted;
(b) the resolution of the House of 25 March shall apply as if, at the end of paragraph(b), there were inserted “and then to a motion in the name of a Minister of the Crownto approve the draft European Union (Withdrawal) Act 2018 (Exit Day) (Amendment)Regulations 2019”;
(c) notwithstanding the practice of the House, any motion on matters that have beenthe subject of a prior decision of the House in the current Session may be the subjectof a decision;
(d) the Speaker shall announce his decision on which motions have been selectedfor decision by recorded vote before calling a Member to move a motion underparagraph (f) of the resolution of 25 March;
(e) the first signatory of a motion so selected may inform the Speaker up to 4.00 pmthat they do not wish a recorded vote to take place on that motion;
(f) having been so informed, the Speaker shall announce that information to theHouse and may announce a new decision on selection;
(g) the Speaker may not propose the question on any amendment to any motionsubject to decision by recorded vote or on the previous question, and may   not put anyquestion under Standing Order No. 36 (Closure of debate) or Standing Order No. 163 (Motion to sit in private);
(h) debate on the motions having precedence under paragraph (f) of the resolutionof 25 March may continue until 7.00 pm at which time the House shall proceed asif the question had been put on each motion selected by the Speaker for decisionby recorded vote and the opinion of the Speaker as to the decision on each suchquestion had been challenged;
(i) in respect of those questions –
(i) Members may record their votes on each question under arrangementsmade by the Speaker;
(ii) votes may be recorded for half an hour after the Speaker declares theperiod open and the Speaker shall suspend the House for that period;
(iii) the Speaker shall announce the results in the course of the sitting;
(j) immediately upon the conclusion of the voting period the Speaker shall call a Minister of the Crown to move to approve the draft European Union (Withdrawal) Act 2018 (Exit Day) (Amendment) Regulations 2019 and Standing Order No. 41A (Deferred divisions) shall not apply to that motion;
(k) during the period between 7.00 pm and the announcement of the results on the questions subject to recorded vote–
(i) no motion for the adjournment may be made;
(ii) the House shall not proceed to a division other than on the question referred to in sub-paragraph (j); and
(iii) the Speaker may suspend the sitting if any other business, including proceedings provided for in sub-paragraph (j) and in paragraph (g) of the resolution of 25 March, has been concluded.
(2) That, on Monday 1 April –
(a) Standing Order No. 14(1) (which provides that government business shall have precedence at every sitting save as provided in that order) shall not apply;
(b) precedence shall be given to a motion relating to the Business of the House in connection with matters relating to the United Kingdom’s withdrawal from the European Union other than any Business of the House motion relating to the consideration by the House of a motion under section 13(1)(b) of the European Union (Withdrawal) Act 2018, and then to motions relating to that withdrawal and the United Kingdom’s future relationship with the European Union other than any motion moved under section 13(1)(b) of the European Union (Withdrawal) Act 2018;
(c) if more than one motion relating to the Business of the House is tabled, the Speaker shall decide which motion shall have precedence;
(d) the Speaker shall interrupt proceedings on any business having precedence before the Business of the House motion at 5.00 pm and call a Member to move that motion;
(e) debate on that motion may continue until 6.00 pm at which time the Speaker shall put the questions necessary to dispose of proceedings on that motion including the questions on amendments selected by the Speaker which may then be moved;
(f) when those proceedings have been concluded, the Speaker shall call a Member to move one of the other motions having precedence;
(g) any proceedings interrupted or superseded by this order may be resumed or (as the case may be) entered upon and proceeded with after the moment of interruption.",house-of-commons,136
uk.org.publicwhip/debate/2019-03-27b.452.7.3,uk.org.publicwhip/debate/2019-03-27b.452.7,2019-03-27,EU EXIT DAY AMENDMENT,"Resolved,
That the draft European Union (Withdrawal) Act 2018 (Exit Day) (Amendment) Regulations 2019, which were laid before this House on 25 March, be approved.",house-of-commons,137
uk.org.publicwhip/debate/2019-03-27b.481.2.1,uk.org.publicwhip/debate/2019-03-27b.481.2,2019-03-27,EU: WITHDRAWAL AND FUTURE  RELATIONSHIP VOTES: Motion (B)—No Deal,That this House agrees that the UK shall leave the EU on 12 April 2019 without a deal.—(Mr Baron.),house-of-commons,138
uk.org.publicwhip/debate/2019-03-27b.485.1.1,uk.org.publicwhip/debate/2019-03-27b.485.1,2019-03-27,EU: WITHDRAWAL AND FUTURE  RELATIONSHIP VOTES: Motion (D)—Common Market 2.0,"That this House—(1) directs Her Majesty’s Government to—renegotiate the framework for the future relationship laid before the House on Monday 11 March 2019 with the title ‘Political Declaration setting out the framework for the future relationship between the European Union and the United Kingdom’ to provide that, on the conclusion of the Implementation Period and no later than 31 December 2020, the United Kingdom shall—(a) accede to the European Free Trade Association (Efta) having negotiated a derogation from Article 56(3) of the Efta Agreement to allow UK participation in a comprehensive customs arrangement with the European Union,(b) enter the Efta Pillar of the European Economic Area and thereby render operational the United Kingdom’s continuing status as a party to the European Economic Area Agreement and continuing participation in the Single Market,(c) enter a comprehensive customs arrangement including a common external tariff at least until alternative arrangements that maintain frictionless trade with the European Union and no hard border on the island of Ireland have been agreed with the European Union,(d) conclude an agreement with the European Union, which in accordance with Article 2 of the Protocol on Ireland/Northern Ireland of the Withdrawal Agreement supersedes the Protocol on Ireland/Northern Ireland in full;(e) develop and bring to this House proposals for full and fair enforcement of the rule that EEA migrants must be “genuinely seeking work” and have “sufficient resources not to become a burden on the UK’s social assistance system”, in accordance with the Immigration (European Economic Area) Regulations 2006;(2) resolves to make support for the forthcoming European Union (Withdrawal Agreement) Bill conditional upon the inclusion of provisions for a Political Declaration revised in accordance with the provisions of this motion to be the legally binding negotiating mandate for Her Majesty’s Government in the forthcoming negotiation of the future relationship between the United Kingdom and the European Union.—(Nick Boles.)",house-of-commons,139
